latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
14.7807,106.88267,309.47,2.83,1.61,2025-12-26,236,T,62,6.1NRT,293.84,21.4,D
10.9078,29.50166,320.25,1.14,1.06,2025-12-26,121,A,100,6.1NRT,293.32,21.39,N
13.57046,101.38708,323.74,1.19,1.08,2025-12-26,238,T,79,6.1NRT,295.11,21.31,D
9.90024,22.35646,312.33,1.66,1.27,2025-12-26,121,A,85,6.1NRT,290.35,21.3,N
7.82701,125.05251,322.29,1.23,1.1,2025-12-26,102,T,0,6.1NRT,297.14,20.89,D
20.01847,-102.46212,318.07,1.08,1.04,2025-12-26,336,T,96,6.1NRT,283.97,20.69,N
6.46032,28.46861,318.95,1.13,1.06,2025-12-26,124,A,98,6.1NRT,292.77,20.58,N
-37.53849,144.93626,311.7,2.04,1.39,2025-12-26,522,A,61,6.1NRT,292.05,20.33,D
28.3047,49.58102,317.99,1.24,1.11,2025-12-26,552,T,69,6.1NRT,292.67,20.29,D
9.61464,31.03366,313.96,1.47,1.2,2025-12-26,121,A,49,6.1NRT,293.01,20.25,N
31.13454,49.31864,312.1,1.39,1.17,2025-12-26,550,T,72,6.1NRT,286.72,20.04,D
32.17371,47.52673,304.85,1.87,1.34,2025-12-26,550,T,60,6.1NRT,284.47,19.94,D
-21.80371,122.30414,342.4,1.04,1.02,2025-12-26,705,A,83,6.1NRT,323.52,19.92,D
-32.64239,116.16486,321.89,1.18,1.08,2025-12-26,111,T,0,6.1NRT,287.17,19.8,D
6.80945,28.00741,319.65,1.08,1.04,2025-12-26,124,A,99,6.1NRT,293.57,19.79,N
5.74472,29.43948,315.65,1.32,1.14,2025-12-26,124,A,92,6.1NRT,293.49,19.48,N
-32.46345,19.1083,318.92,1.07,1.03,2025-12-26,134,A,98,6.1NRT,291.75,19.15,N
-32.44474,19.09512,319.88,1.06,1.03,2025-12-26,134,A,85,6.1NRT,290.2,19.0,N
30.61009,47.32388,306.0,1.85,1.33,2025-12-26,552,T,63,6.1NRT,286.11,18.89,D
6.34059,28.34263,320.01,1.12,1.06,2025-12-26,124,A,100,6.1NRT,293.63,18.86,N
19.56582,71.3475,315.17,1.45,1.19,2025-12-26,414,T,63,6.1NRT,296.52,18.83,D
32.05396,47.44658,304.46,1.89,1.34,2025-12-26,550,T,59,6.1NRT,283.89,18.79,D
17.97205,77.71783,319.51,1.18,1.08,2025-12-26,414,T,77,6.1NRT,296.57,18.49,D
21.25326,106.82352,301.96,2.07,1.4,2025-12-26,234,T,50,6.1NRT,285.72,18.47,D
8.80073,25.40959,317.49,1.06,1.03,2025-12-26,124,A,95,6.1NRT,282.72,18.43,N
8.29271,26.0958,319.13,1.01,1.01,2025-12-26,124,A,98,6.1NRT,291.28,18.43,N
-22.53908,122.51307,343.93,1.04,1.02,2025-12-26,705,A,69,6.1NRT,328.43,18.27,D
6.73465,26.73376,319.96,1.0,1.0,2025-12-26,124,A,99,6.1NRT,292.84,18.08,N
30.68049,47.33236,304.88,1.85,1.33,2025-12-26,552,T,60,6.1NRT,285.96,18.05,D
-11.85033,-43.7972,319.63,1.02,1.01,2025-12-26,9,T,99,6.1NRT,286.97,18.03,N
-32.34156,19.15385,317.83,1.07,1.03,2025-12-26,134,A,96,6.1NRT,289.16,17.76,N
5.52707,6.68664,306.02,1.82,1.32,2025-12-26,302,A,67,6.1NRT,288.87,17.66,N
18.64954,73.9786,320.68,1.04,1.02,2025-12-26,414,T,79,6.1NRT,293.67,17.46,D
-1.35887,29.16781,306.97,1.63,1.26,2025-12-26,124,A,18,6.1NRT,283.37,17.35,N
13.64251,-2.56721,304.63,2.0,1.38,2025-12-26,300,A,61,6.1NRT,291.76,16.94,N
6.35749,28.3553,317.9,1.12,1.06,2025-12-26,124,A,96,6.1NRT,294.98,16.73,N
9.9093,22.37293,308.54,1.65,1.26,2025-12-26,121,A,75,6.1NRT,293.12,16.65,N
9.29481,21.2882,303.11,1.96,1.37,2025-12-26,124,A,53,6.1NRT,289.84,16.58,N
9.60609,31.06428,309.97,1.48,1.2,2025-12-26,121,A,79,6.1NRT,291.72,16.58,N
-20.24126,-40.24545,318.07,1.16,1.07,2025-12-26,9,T,96,6.1NRT,295.83,16.43,N
-21.78036,122.34038,341.84,1.04,1.02,2025-12-26,705,A,68,6.1NRT,324.14,16.34,D
-1.42129,29.2114,304.65,1.65,1.26,2025-12-26,124,A,56,6.1NRT,278.43,16.14,N
8.30149,26.09709,316.15,1.01,1.01,2025-12-26,124,A,93,6.1NRT,289.9,16.07,N
22.03603,81.43655,308.6,1.76,1.3,2025-12-26,414,T,67,6.1NRT,293.83,16.02,D
19.21471,76.84803,319.07,1.06,1.03,2025-12-26,414,T,77,6.1NRT,295.31,16.0,D
9.87205,22.39059,308.36,1.65,1.26,2025-12-26,121,A,60,6.1NRT,293.85,15.96,N
27.02107,49.57484,314.55,1.21,1.09,2025-12-26,552,T,61,6.1NRT,290.3,15.86,D
5.52959,6.67084,305.08,1.82,1.32,2025-12-26,302,A,63,6.1NRT,288.77,15.85,N
11.99262,0.19617,312.5,1.21,1.09,2025-12-26,302,A,85,6.1NRT,289.7,15.79,N
28.49271,49.70919,313.85,1.23,1.1,2025-12-26,552,T,59,6.1NRT,293.21,15.54,D
-1.2485,112.75946,310.0,2.19,1.43,2025-12-26,709,A,67,6.1NRT,291.71,15.23,D
-32.462,19.09756,315.32,1.06,1.03,2025-12-26,134,A,91,6.1NRT,291.55,15.18,N
30.92055,48.86766,307.61,1.47,1.2,2025-12-26,550,T,66,6.1NRT,286.91,15.16,D
32.2591,47.25534,300.28,1.96,1.37,2025-12-26,550,T,34,6.1NRT,283.43,15.15,D
16.54491,75.3528,319.03,1.01,1.0,2025-12-26,416,T,77,6.1NRT,295.86,14.79,D
